Number,Peptide,Protein,Pmax,Kd,Rsquared,P value,MaxP,Points,Outlier 1,Outlier 2,Outlier 3,Run,Norm
Pep476,ErbB3-pY1054,TXN,0,214.4780325,-0.527849022,0.07774896,7.66,12,0,0,0,3,Baseline
Pep249,ErbB3-pY1132,TXN,0,145.0776508,-0.241190814,0.450138663,7.12,12,0,0,0,1,Baseline
Pep249,ErbB3-pY1132,TXN,99962.55755,87437.7349,0.670635554,0.023909525,8.84,12,-15.16,0,0,2,Baseline
Pep249,ErbB3-pY1132,TXN,2.46,0,5.85E-17,1,13.26,12,0,0,0,3,Baseline
Peptide133,ErbB3-pY1132-18mer,TXN,38.42,6.586642918,0.658013068,0.038613118,22.97,12,21.63,-16.04,0,3,Baseline
Pep250,ErbB3-pY1159,TXN,0,145.2561027,-0.32082658,0.309265642,3.42,12,0,0,0,1,Baseline
Pep250,ErbB3-pY1159,TXN,3.927088797,0.276631938,0.360177857,0.250119166,7.435,12,0,0,0,2,Baseline
Pep250,ErbB3-pY1159,TXN,0,293.2544249,-0.828781642,0.000862722,10.41,12,0,0,0,3,Baseline
Peptide250-1,ErbB3-pY1159,TXN,0,103.6726618,-0.858150512,0.003072346,-1.1,12,-40.3,-39.6,-36.61,6,Baseline
Peptide250-2,ErbB3-pY1159,TXN,0,134.1217515,-0.545031051,0.066866011,0.54,12,0,0,0,6,Baseline
Peptide250-3,ErbB3-pY1159,TXN,0,154.2209309,0.066917959,0.836298388,0.72,12,0,0,0,6,Baseline
Pep212,ErbB3-pY1159-18mer,TXN,0,133.3105489,-0.588293011,0.073624063,7.35,12,10.065,-10.135,0,1,Baseline
Pep212,ErbB3-pY1159-18mer,TXN,7.077991264,0.033601209,0.709458097,0.009762691,8.745,12,0,0,0,2,Baseline
Pep212,ErbB3-pY1159-18mer,TXN,0,545.8459459,0.004630399,0.988605204,8.7,12,0,0,0,3,Baseline
Peptide212-1,ErbB3-pY1159-18mer,TXN,0,304.824953,0.154682421,0.631221699,4.35,12,0,0,0,6,Baseline
Peptide212-2,ErbB3-pY1159-18mer,TXN,0,185.584255,0.451737823,0.14041324,3.39,12,0,0,0,6,Baseline
Peptide212-3,ErbB3-pY1159-18mer,TXN,0,66.33157781,-0.648050266,0.059085254,-26,12,-73.46358349,-54.43284749,-38.6124795,6,TXN
Pep409,ErbB3-pY1197,TXN,0,145.1718146,-0.399579746,0.223400232,3.43,12,-10.43,0,0,1,Baseline
Pep409,ErbB3-pY1197,TXN,3.363961251,0.013325506,0.557967615,0.059400926,6.415,12,0,0,0,2,Baseline
Pep409,ErbB3-pY1197,TXN,0,185.0418595,0.062259889,0.847571436,4.91,12,0,0,0,3,Baseline
Pep616,ErbB3-pY1199,TXN,49091.13,356713.2246,0.271425831,0.419456395,6.23,12,13.325,0,0,3,Baseline
Pep483,ErbB3-pY1222,TXN,0,2117.644849,-0.032940797,0.919051928,3.51,12,0,0,0,1,Baseline
Pep483,ErbB3-pY1222,TXN,3.39E-09,303.6851686,-0.416534097,0.177995755,6.345,12,0,0,0,2,Baseline
Pep483,ErbB3-pY1222,TXN,0,184.1698176,-0.045548071,0.894210824,7.42,12,61.48,0,0,3,Baseline
Pep484,ErbB3-pY1224,TXN,2.37,0.008680185,0.286911717,0.365905055,7.74,12,0,0,0,1,Baseline
Pep484,ErbB3-pY1224,TXN,3.623471663,1.106599518,0.491785109,0.104392071,3.97,12,0,0,0,2,Baseline
Pep484,ErbB3-pY1224,TXN,0,184.9993251,0.062989143,0.854024902,6.32,12,15.99,0,0,3,Baseline
Pep485,ErbB3-pY1260,TXN,0,144.408898,-0.439923539,0.175734293,7.9,12,-11.825,0,0,1,Baseline
Pep485,ErbB3-pY1260,TXN,4.02E-10,184.1808003,-0.122254896,0.705053938,3.075,12,0,0,0,2,Baseline
Pep485,ErbB3-pY1260,TXN,99606.23,121101.0858,0.41654471,0.202520852,9.82,12,14.975,0,0,3,Baseline
Pep495,ErbB3-pY1262,TXN,0,483.4579869,-0.263115147,0.408656291,5.53,12,0,0,0,1,Baseline
Pep495,ErbB3-pY1262,TXN,2.84585164,0.017440174,0.480954547,0.113446901,6,12,0,0,0,2,Baseline
Pep495,ErbB3-pY1262,TXN,0,294.4454863,-0.376236576,0.254111179,3.99,12,48.85,0,0,3,Baseline
Pep505,ErbB3-pY1276,TXN,0,182.658678,-0.490702849,0.105274471,3.97,12,0,0,0,1,Baseline
Pep505,ErbB3-pY1276,TXN,0.000391289,1782.927399,0.091395528,0.777567598,6.265,12,0,0,0,2,Baseline
Pep505,ErbB3-pY1276,TXN,0,2173.061616,-0.047053889,0.884544481,8.31,12,0,0,0,3,Baseline
Pep498,ErbB3-pY1289,TXN,0,103.9920745,-0.373453144,0.257925767,2.35,12,-13.06,0,0,1,Baseline
Pep498,ErbB3-pY1289,TXN,5.06E-08,133.8145451,-0.043795209,0.892497877,5.35,12,0,0,0,2,Baseline
Pep498,ErbB3-pY1289,TXN,99033.58,105095.35,0.377084662,0.252955355,11.69,12,38.935,0,0,3,Baseline
Pep251,ErbB3-pY1307,TXN,1467.08,6412.970065,0.059536416,0.854174845,4.09,12,0,0,0,1,Baseline
Pep251,ErbB3-pY1307,TXN,8.49E-07,143.4112992,-0.287390237,0.365070397,3.19,12,0,0,0,2,Baseline
Pep251,ErbB3-pY1307,TXN,98672.01,51008.41976,0.844297709,0.002121372,20.12,12,18.995,15.385,0,3,Baseline
Pep506,ErbB3-pY1328,TXN,0,265.4715999,0.197213843,0.561079938,2.66,12,-9.75,0,0,1,Baseline
Pep506,ErbB3-pY1328,TXN,6.27E-10,103.9619756,-0.430354717,0.186420096,9.49,12,-13.66,0,0,2,Baseline
Pep506,ErbB3-pY1328,TXN,0,134.2223974,-0.300886327,0.341944566,6.39,12,0,0,0,3,Baseline
Pep494,ErbB3-pY665,TXN,0,203.4322671,-0.246876313,0.439193946,3.96,12,0,0,0,1,Baseline
Pep494,ErbB3-pY665,TXN,6.95E-09,614.3124782,-0.033195524,0.918427797,7.655,12,0,0,0,2,Baseline
Pep494,ErbB3-pY665,TXN,9.4,0,1.50E-16,1,18.67,12,0,0,0,3,Baseline
Pep494,ErbB3-pY665,TXN,11.61,12581.42775,0.000102768,0.999747094,6.29,12,0,0,0,3,TXN
Peptide494-1,ErbB3-pY665,TXN,0,245.3405871,0.190079714,0.554039897,1.77,12,0,0,0,6,Baseline
Peptide494-3,ErbB3-pY665,TXN,98133.47,169117.369,0.77231844,0.005339108,7.74,12,-22.14,0,0,6,Baseline
Pep209,ErbB3-pY665-18mer,TXN,71069.55,215110.6109,0.138296243,0.668192566,4.58,12,0,0,0,1,Baseline
Pep209,ErbB3-pY665-18mer,TXN,64788.61083,183119.9046,0.15925512,0.621037384,7.56,12,0,0,0,2,Baseline
Pep209,ErbB3-pY665-18mer,TXN,96608.17,129096.1595,0.354772328,0.257818011,11.23,12,0,0,0,3,Baseline
Pep534,ErbB3-pY680,TXN,3.67,0.002593046,0.361041495,0.248901774,7.14,12,0,0,0,1,Baseline
Pep534,ErbB3-pY680,TXN,7095.051923,25657.36878,0.149564632,0.642690186,5.31,12,0,0,0,2,Baseline
Pep534,ErbB3-pY680,TXN,0,215.8572159,-0.455637649,0.136595594,11.12,12,0,0,0,3,Baseline
Pep163,ErbB3-pY680-18mer,TXN,2.14,0.234950462,0.168938537,0.599672632,7.16,12,0,0,0,1,Baseline
Pep163,ErbB3-pY680-18mer,TXN,4.490078596,0.024526392,0.641816238,0.024453525,8.33,12,0,0,0,2,Baseline
Pep163,ErbB3-pY680-18mer,TXN,100000,112897.641,0.498537378,0.11855519,11.53,12,13.6,0,0,3,Baseline
Pep257,ErbB3-pY789,TXN,1.42,0,0,1,7.46,12,0,0,0,1,Baseline
Pep257,ErbB3-pY789,TXN,7.98E-07,145.9082756,0.268886767,0.398065862,-1.24,12,0,0,0,2,Baseline
Pep257,ErbB3-pY789,TXN,0,144.1788539,0.063925694,0.851874993,1.56,12,15.14,0,0,3,Baseline
Pep392,ErbB3-pY823,TXN,32.43,1576.949506,0.005031458,0.987618314,6.32,12,0,0,0,1,Baseline
Pep392,ErbB3-pY823,TXN,7.32E-08,133.7659733,-0.570958653,0.052508531,6.965,12,0,0,0,2,Baseline
Pep392,ErbB3-pY823,TXN,13.79,0.001561831,0.12871205,0.741383014,21.1,12,37.25,32.85,30.55,3,Baseline
Pep393,ErbB3-pY824,TXN,0.53,0,-7.37E-17,1,7.33,12,0,0,0,1,Baseline
Pep393,ErbB3-pY824,TXN,94706.96407,151087.9031,0.186794201,0.561036643,5.6,12,0,0,0,2,Baseline
Pep393,ErbB3-pY824,TXN,0,214.6324782,-0.557674881,0.093927843,6.96,12,14.635,13.575,0,3,Baseline
Pep461,ErbB3-pY868,TXN,371.82,10585.08557,0.268041234,0.39960858,3.38,12,0,0,0,1,Baseline
Pep461,ErbB3-pY868,TXN,4.074116385,0.010847015,0.460384181,0.132040633,12.73,12,0,0,0,2,Baseline
Pep461,ErbB3-pY868,TXN,96959.84,161121.3741,0.205432923,0.544524282,9.83,12,18.645,0,0,3,Baseline
Pep535,ErbB3-pY912,TXN,2.93,3.47113418,0.277436005,0.382637924,5.04,12,0,0,0,1,Baseline
Pep535,ErbB3-pY912,TXN,7.52E-09,134.4013953,-0.762013215,0.003967508,4.195,12,0,0,0,2,Baseline
Pep535,ErbB3-pY912,TXN,0,214.1183015,-0.451676379,0.140473935,11.35,12,0,0,0,3,Baseline
Pep133,ErbB3-pY912-18mer,TXN,0,183.141891,-0.223523592,0.484958009,8.37,12,0,0,0,1,Baseline
Pep133,ErbB3-pY912-18mer,TXN,3.558316346,0.019576463,0.178932539,0.577922561,12.885,12,0,0,0,2,Baseline
Pep133,ErbB3-pY912-18mer,TXN,10.06,-0.00171361,0.324260518,0.330630566,17.35,12,24.81,0,0,3,Baseline
Pep407,ErbB3-pY975,TXN,0,304.6277802,0.208203788,0.516106313,1.59,12,0,0,0,1,Baseline
Pep407,ErbB3-pY975,TXN,1.01E-06,144.5224491,-0.284571665,0.39636045,7.58,12,-18.37,0,0,2,Baseline
Pep407,ErbB3-pY975,TXN,97898.29,153101.1589,0.258230668,0.417727663,11.13,12,0,0,0,3,Baseline
Pep253,ErbB4-pY1022,TXN,0,134.1051854,-0.399501623,0.223499189,0.89,12,-10.03,0,0,1,Baseline
Pep253,ErbB4-pY1022,TXN,1.83E-11,183.7415103,-0.305949753,0.333476831,5.62,12,0,0,0,2,Baseline
Pep253,ErbB4-pY1022,TXN,0,204.7954728,0.012900796,0.971784204,9.73,12,18.46,13.47,0,3,Baseline
Pep542,ErbB4-pY1035,TXN,0,544.6908089,0.00998954,0.975419638,3.33,12,0,0,0,1,Baseline
Pep542,ErbB4-pY1035,TXN,3.223525847,0.072982962,0.371620189,0.260455455,6.415,12,-13.155,0,0,2,Baseline
Pep542,ErbB4-pY1035,TXN,0,215.282214,-0.828791164,0.000862497,7.76,12,0,0,0,3,Baseline
Pep227,ErbB4-pY1056,TXN,0,-5.000033699,0.539467754,0.107535637,4.3,12,-17.39,-9.29,0,1,Baseline
Pep227,ErbB4-pY1056,TXN,3.58E-08,133.6815659,-0.313847838,0.32049844,9.415,12,0,0,0,2,Baseline
Pep227,ErbB4-pY1056,TXN,0,214.1739204,-0.610301947,0.046141475,9.52,12,-15.265,0,0,3,Baseline
Pep227,ErbB4-pY1056,TXN,6.55,0.00090817,0.061926933,0.856464347,14.27,12,27.135,0,0,3,Baseline
Pep207,ErbB4-pY1056-18mer,TXN,89741.15,175109.5372,0.259463639,0.415428464,4.28,12,0,0,0,1,Baseline
Pep207,ErbB4-pY1056-18mer,TXN,15.36534693,32.3148424,0.065270408,0.840282521,5.975,12,0,0,0,2,Baseline
Pep537,ErbB4-pY1066,TXN,0,104.654153,-0.209757473,0.588044565,0.19,12,-16.43,-14.88,-10.75,1,Baseline
Pep537,ErbB4-pY1066,TXN,1.66E-09,101.9802692,-0.474924433,0.139897651,1.94,12,-21.63,0,0,2,Baseline
Pep537,ErbB4-pY1066,TXN,0,134.062028,-0.455867396,0.136372809,4.24,12,0,0,0,3,Baseline
Pep143,ErbB4-pY1066-18mer,TXN,0,523.3025543,-0.251824835,0.429773756,8.41,12,0,0,0,1,Baseline
Pep143,ErbB4-pY1066-18mer,TXN,1.125381166,0,,,10.39,12,0,0,0,2,Baseline
Pep143,ErbB4-pY1066-18mer,TXN,0,104.4370233,-0.108578689,0.780966913,11.19,12,-23.73,14.01,-16.43,3,Baseline
Pep254,ErbB4-pY1081,TXN,0,143.769433,-0.270109803,0.42180359,3.81,12,-11.455,0,0,1,Baseline
Pep254,ErbB4-pY1081,TXN,1.40E-08,103.9164421,-0.235306865,0.461600398,3.195,12,0,0,0,2,Baseline
Pep254,ErbB4-pY1081,TXN,0,104.5222031,-0.463864041,0.208488992,6.87,12,43.91,14.15,12.97,3,Baseline
Pep255,ErbB4-pY1128,TXN,0,133.3588405,-0.700565683,0.016346553,2.54,12,9.965,0,0,1,Baseline
Pep255,ErbB4-pY1128,TXN,5.02E-11,104.0166687,-0.35688105,0.254798424,9.45,12,0,0,0,2,Baseline
Pep255,ErbB4-pY1128,TXN,0,293.5036372,-0.514084428,0.087295634,10.62,12,0,0,0,3,Baseline
Peptide708,ErbB4-pY1128,TXN,0,304.6781024,0.4592102,0.133157906,3.4,12,0,0,0,5,Baseline
Peptide708,ErbB4-pY1128,TXN,91646.9,233712.0316,0.61509859,0.043990815,5.18,11,0,0,0,5,Baseline
Peptide708,ErbB4-pY1128,TXN,0,304.8796796,0.211622566,0.509080666,2.58,12,0,0,0,5,Baseline
Pep256,ErbB4-pY1150,TXN,0,183.926115,-0.111608621,0.729849081,1.93,12,0,0,0,1,Baseline
Pep256,ErbB4-pY1150,TXN,4.57E-10,103.7638379,-0.36948637,0.237181652,-1.99,12,0,0,0,2,Baseline
Pep256,ErbB4-pY1150,TXN,3.14,0.52616121,0.092472733,0.775005157,9.59,12,0,0,0,3,Baseline
Pep122,ErbB4-pY1150-18mer,TXN,8.157604814,0.026215782,0.560776253,0.057860337,12.51,12,0,0,0,2,Baseline
Pep122,ErbB4-pY1150-18mer,TXN,0,3889.049922,-0.630660864,0.027899651,10.29,12,0,0,0,3,Baseline
Pep477,ErbB4-pY1162,TXN,95709.56,71787.06631,0.653524053,0.021180349,9.23,12,0,0,0,1,Baseline
Pep477,ErbB4-pY1162,TXN,19996.02681,23054.89876,0.197822981,0.537693973,5.915,12,0,0,0,2,Baseline
Pep477,ErbB4-pY1162,TXN,99064.07,119587.4265,0.007601555,0.983372559,11.65,12,28.17,12.49,0,3,Baseline
Pep486,ErbB4-pY1188,TXN,3.07,0.305014773,0.255380171,0.42306719,8.38,12,0,0,0,1,Baseline
Pep486,ErbB4-pY1188,TXN,1.98E-06,143.5749537,-0.231507839,0.469072729,6.865,12,0,0,0,2,Baseline
Pep486,ErbB4-pY1188,TXN,20624.6,25642.94911,0.412990208,0.206794987,9.23,12,36.405,0,0,3,Baseline
Pep538,ErbB4-pY1202,TXN,8.25,0.02416504,0.654339418,0.020964987,14.2,12,0,0,0,1,Baseline
Pep538,ErbB4-pY1202,TXN,1.49E-07,295.6335127,0.380672041,0.222171918,2.775,12,0,0,0,2,Baseline
Pep538,ErbB4-pY1202,TXN,0,616.6147712,-0.269054657,0.397759897,9.09,12,0,0,0,3,Baseline
Pep125,ErbB4-pY1202-18mer,TXN,0,293.8768439,-0.286266196,0.367032588,4.32,12,0,0,0,1,Baseline
Pep125,ErbB4-pY1202-18mer,TXN,23.21,4.781125135,0.532843745,0.112777616,17.35,12,13.13,-15.8,0,3,Baseline
Pep546,ErbB4-pY1208,TXN,2.59,0.217313907,0.479050265,0.115090847,5.06,12,0,0,0,1,Baseline
Pep546,ErbB4-pY1208,TXN,3.73E-07,534.1993685,0.05311001,0.869789889,2.63,12,0,0,0,2,Baseline
Pep546,ErbB4-pY1208,TXN,0,84.89480664,-0.417019259,0.264140318,4.57,12,-22.6,-19.73,-16.1,3,Baseline
Pep144,ErbB4-pY1208-18mer,TXN,3.61,4893.706644,-7.05E-05,0.999826583,6.26,12,0,0,0,1,TXN
Pep144,ErbB4-pY1208-18mer,TXN,7.645861237,0.083463662,0.726755541,0.007417906,10.12,12,0,0,0,2,Baseline
Pep144,ErbB4-pY1208-18mer,TXN,1.18,2.492847947,0.148458454,0.663099448,4.72,12,23.97,0,0,3,Baseline
Peptide144-1,ErbB4-pY1208-18mer,TXN,56409.07,372747.9445,0.483762815,0.111050998,4.07,12,0,0,0,6,Baseline
Peptide144-2,ErbB4-pY1208-18mer,TXN,0,143.9620754,-0.352079388,0.28829314,3.55,12,-47.73,0,0,6,Baseline
Peptide144-3,ErbB4-pY1208-18mer,TXN,0,73.57385995,-0.493772569,0.176714854,5.5,12,-75.8456815,-45.22800589,-28.31916808,6,TXN
Pep539,ErbB4-pY1221,TXN,4567.51,11517.45627,-0.012633746,0.968915757,7.61,12,0,0,0,1,Baseline
Pep539,ErbB4-pY1221,TXN,5.81E-07,261.7447137,-0.176506369,0.603647608,4.36,12,-17.84,0,0,2,Baseline
Pep539,ErbB4-pY1221,TXN,0,133.9883197,-0.160115706,0.638154561,5.82,12,15.04,0,0,3,Baseline
Pep126,ErbB4-pY1221-18mer,TXN,6.55,9.563739648,0.307224392,0.358093147,5.51,12,-13.795,0,0,1,Baseline
Pep126,ErbB4-pY1221-18mer,TXN,99999.45292,57478.79934,0.532384295,0.074766546,8.77,12,0,0,0,2,Baseline
Pep126,ErbB4-pY1221-18mer,TXN,0,969.9976702,-0.483922569,0.131499167,9.86,12,12.96,0,0,3,Baseline
Pep547,ErbB4-pY1242,TXN,3.29,0.73159011,0.530176941,0.076208146,6.54,12,0,0,0,1,Baseline
Pep547,ErbB4-pY1242,TXN,7532.098805,25640.13081,0.282599093,0.373472355,5.075,12,0,0,0,2,Baseline
Pep547,ErbB4-pY1242,TXN,3.44,0.498999712,0.198846628,0.557775171,7.92,12,17.66,0,0,3,Baseline
Pep127,ErbB4-pY1242-18mer,TXN,99102.04,103797.9485,0.321743897,0.307805633,7.58,12,0,0,0,1,Baseline
Pep127,ErbB4-pY1242-18mer,TXN,5.271331967,0.005131805,0.24955194,0.434088209,11.22,12,0,0,0,2,Baseline
Pep127,ErbB4-pY1242-18mer,TXN,0,143.8913097,-0.285346381,0.456708703,15.04,12,-23.26,-18.53,15.31,3,Baseline
Pep487,ErbB4-pY1258,TXN,99999.99,133455.2879,0.577997698,0.062538558,8.28,12,55.365,0,0,3,Baseline
Pep339,ErbB4-pY1262,TXN,0,204.0787636,-0.128421581,0.690809669,3.83,12,0,0,0,1,Baseline
Pep339,ErbB4-pY1262,TXN,1.90E-09,103.7408994,-0.430216773,0.162715439,9.88,12,0,0,0,2,Baseline
Pep339,ErbB4-pY1262,TXN,99173.92,134291.4634,0.284049197,0.370918854,9.87,12,0,0,0,3,Baseline
Pep129,ErbB4-pY1266-18mer,TXN,99997.58,49696.82874,0.772504082,0.00532109,11.52,12,10.605,0,0,1,Baseline
Pep129,ErbB4-pY1266-18mer,TXN,1.88E-09,103.7187311,-0.426803365,0.166446713,1.935,12,0,0,0,2,Baseline
Pep129,ErbB4-pY1266-18mer,TXN,0,133.2367113,-0.819139877,0.001115214,7.94,12,0,0,0,3,Baseline
Pep548,ErbB4-pY1268,TXN,0,203.6765025,-0.292748355,0.382321034,4.27,12,-9.595,0,0,1,Baseline
Pep548,ErbB4-pY1268,TXN,342.9184269,5504.547684,-0.093088297,0.773541782,6.375,12,0,0,0,2,Baseline
Pep548,ErbB4-pY1268,TXN,64956.96,265675.5853,-0.198667234,0.535924181,10.28,12,0,0,0,3,Baseline
Pep130,ErbB4-pY1268-18mer,TXN,8.43893164,0.012518455,0.456080346,0.136166522,17.27,12,0,0,0,2,Baseline
Pep130,ErbB4-pY1268-18mer,TXN,0,275.1163042,-0.237988595,0.481001867,4.6,12,13.165,0,0,3,Baseline
Pep497,ErbB4-pY1284,TXN,0,103.7254289,-0.515872042,0.126928954,4.16,12,-15.555,-11.695,0,1,Baseline
Pep497,ErbB4-pY1284,TXN,9.89E-10,103.4816531,-0.52937828,0.076734393,3.77,12,0,0,0,2,Baseline
Pep497,ErbB4-pY1284,TXN,0,103.9102604,-0.512162571,0.107253026,7.63,12,16.51,0,0,3,Baseline
Peptide709,ErbB4-pY1301,TXN,97473.02,127797.9036,0.64644623,0.023118149,10.31,12,0,0,0,5,Baseline
Peptide709,ErbB4-pY1301,TXN,0,204.5702243,0.066220716,0.837984046,2.73,12,0,0,0,5,Baseline
Peptide709,ErbB4-pY1301,TXN,0,204.4514499,-0.25568884,0.422487378,3.2,12,0,0,0,5,Baseline
Pep146,ErbB4-pY1301-18mer,TXN,0,184.0405841,-0.281691173,0.462747616,7.28,12,16.86,-12.3,10.05,1,Baseline
Pep146,ErbB4-pY1301-18mer,TXN,3.23E-07,245.5716631,0.035284589,0.913310814,8.53,12,0,0,0,2,Baseline
Pep146,ErbB4-pY1301-18mer,TXN,0,204.5919105,-0.277281099,0.47007872,9.8,12,-19.365,-18.765,-15.875,3,Baseline
Pep617,ErbB4-pY664,TXN,0,215.6824528,-0.376642763,0.253557226,3.24,12,16.47,0,0,3,Baseline
Pep544,ErbB4-pY733,TXN,0,244.4898323,0.531693129,0.075215914,2.22,12,0,0,0,1,Baseline
Pep544,ErbB4-pY733,TXN,3.83E-08,133.2614035,-0.554013668,0.076994967,9.27,12,-17.45,0,0,2,Baseline
Pep544,ErbB4-pY733,TXN,0,184.8786796,0.138557898,0.684530281,6.97,12,-15.29,0,0,3,Baseline
Pep137,ErbB4-pY733-18mer,TXN,98734.02,50981.6703,0.676884714,0.015619929,11.77,12,0,0,0,1,Baseline
Pep137,ErbB4-pY733-18mer,TXN,3.27E-08,262.4934153,-0.630558417,0.027932836,4.22,12,0,0,0,2,Baseline
Pep137,ErbB4-pY733-18mer,TXN,4.86,1897.82913,0.01058595,0.976845829,8.93,12,15.92,14.14,0,3,Baseline
Pep197,ErbB4-pY807,TXN,14986.64,21124.71933,0.475124993,0.118528905,4.97,12,0,0,0,1,Baseline
Pep197,ErbB4-pY807,TXN,6.734069511,0.005336636,0.482556336,0.112076173,10.27,12,0,0,0,2,Baseline
Pep197,ErbB4-pY807,TXN,0,184.7947951,0.028699659,0.929449441,8.96,12,0,0,0,3,Baseline
Pep182,ErbB4-pY833,TXN,0,134.1524413,-0.713657171,0.009148811,0.65,12,0,0,0,1,Baseline
Pep182,ErbB4-pY833,TXN,2.83E-11,184.8840337,-0.301112494,0.341563897,2.985,12,0,0,0,2,Baseline
Pep182,ErbB4-pY833,TXN,1879.14,20679.95499,-0.166591548,0.64552732,5.16,12,18.205,17.075,0,3,Baseline
Pep139,ErbB4-pY833-18mer,TXN,580.42,2574.009265,-0.07521714,0.816284564,8.79,12,0,0,0,3,Baseline
Pep396,ErbB4-pY865,TXN,0,133.0027569,-0.527266147,0.078138061,8.53,12,0,0,0,1,Baseline
Pep396,ErbB4-pY865,TXN,2.25E-10,204.5291813,-0.034024877,0.916396019,3.84,12,0,0,0,2,Baseline
Pep396,ErbB4-pY865,TXN,0,295.297328,-0.10372551,0.761512197,9.11,12,18.315,0,0,3,Baseline
Pep511,ErbB4-pY875,TXN,9.84,0.210401508,0.696718206,0.011813621,14.57,12,0,0,0,1,Baseline
Pep511,ErbB4-pY875,TXN,8.131619714,2.152218757,0.63792508,0.025618358,10.39,12,0,0,0,2,Baseline
Pep511,ErbB4-pY875,TXN,4.39,0.177323735,0.151957532,0.637318823,12.85,12,0,0,0,3,Baseline
Pep95,ErbB4-pY875-18mer,TXN,0,294.8912447,-0.276072765,0.385077112,4.88,12,0,0,0,1,Baseline
Pep95,ErbB4-pY875-18mer,TXN,8688.931205,12807.28842,0.173459375,0.589795271,9.28,12,0,0,0,2,Baseline
Pep95,ErbB4-pY875-18mer,TXN,0,104.2095538,-0.612649732,0.034183692,11.56,12,0,0,0,3,Baseline
Pep379,ErbB4-pY906,TXN,0,184.6865086,-0.202216906,0.528510191,4.76,12,0,0,0,1,Baseline
Pep379,ErbB4-pY906,TXN,16.30610545,4103.513626,0.027519825,0.932343772,6.14,12,0,0,0,2,Baseline
Pep613,ErbB4-pY906,TXN,422.31,5292.611368,-0.019334495,0.9577216,6.47,12,-17.03015799,10.26923601,0,3,TXN
Peptide613-1,ErbB4-pY906,TXN,0,134.3460052,0.124544485,0.699754849,-0.44,12,0,0,0,6,Baseline
Peptide613-2,ErbB4-pY906,TXN,0,104.108562,-0.081329962,0.835226519,1.67,12,-22.24,-19.28,-18.95,6,Baseline
Peptide613-3,ErbB4-pY906,TXN,0,204.6466326,-0.056886274,0.868055652,0.31,12,14.925,0,0,6,Baseline
Pep98,ErbB4-pY984-18mer,TXN,0,305.4875018,0.448702119,0.143432165,3.53,12,0,0,0,1,Baseline
Pep98,ErbB4-pY984-18mer,TXN,79481.57021,161693.6908,0.233466124,0.465213962,6.62,12,0,0,0,2,Baseline
Pep98,ErbB4-pY984-18mer,TXN,0,214.5020763,-0.274504441,0.413990301,8.09,12,17.045,0,0,3,Baseline
Pep295,ErbB4-Y1056,TXN,65022.5,153694.2374,0.04160582,0.897846629,4.92,12,0,0,0,1,Baseline
Pep295,ErbB4-Y1056,TXN,3.15E-09,104.0818693,-0.1511268,0.639181774,-1.155,12,0,0,0,2,Baseline
Pep295,ErbB4-Y1056,TXN,0,295.2757574,-0.258042252,0.418079568,11.57,12,0,0,0,3,Baseline
Pep468,ErbB1-pY1016,VAV1,99991.13,9411.441963,0.985724335,4.56E-09,53.83,12,0,0,0,1,Baseline
Pep468,ErbB1-pY1016,VAV1,99908.22745,29801.77317,0.89715362,7.61E-05,18.67,12,0,0,0,2,Baseline
Pep468,ErbB1-pY1016,VAV1,124.96,13.00269461,0.977906297,1.02E-06,52.47,12,-27.025,-16.225,0,3,Baseline
Pep469,ErbB1-pY1069,VAV1,98837.57,50912.98835,0.81192751,0.004332544,11.76,12,-12.31,-9.5,0,1,Baseline
Pep469,ErbB1-pY1069,VAV1,5.71E-07,133.6126799,-0.511930748,0.088857831,6.565,12,0,0,0,2,Baseline
Pep469,ErbB1-pY1069,VAV1,0,164.0266829,0.121992313,0.705662442,2.99,12,0,0,0,3,Baseline
Pep408,ErbB1-pY1092,VAV1,0,184.6579848,0.039017825,0.909319493,2.07,12,-10.15,0,0,1,Baseline
Pep408,ErbB1-pY1092,VAV1,2.90E-07,262.8963583,-0.160782268,0.617649569,6.735,12,0,0,0,2,Baseline
Pep408,ErbB1-pY1092,VAV1,99999.99,159046.274,0.442166376,0.150072728,9.62,12,0,0,0,3,Baseline
Pep471,ErbB1-pY1110,VAV1,87040.93,167099.2031,0.454967086,0.137247185,5.13,12,0,0,0,1,Baseline
Pep471,ErbB1-pY1110,VAV1,7.43E-07,133.4306406,-0.502232153,0.096126865,3.455,12,0,0,0,2,Baseline
Pep471,ErbB1-pY1110,VAV1,0,104.4444883,-0.067840943,0.834067951,0.02,12,0,0,0,3,Baseline
Pep615,ErbB1-pY1125,VAV1,0,265.1135872,0.296292135,0.376315317,1.18,12,-16.055,0,0,3,Baseline
Pep473,ErbB1-pY1138,VAV1,93673.65,63782.8894,0.719296899,0.008370212,9.93,12,0,0,0,1,Baseline
Pep473,ErbB1-pY1138,VAV1,96492.25318,121101.6699,0.607089775,0.036312771,5.055,12,0,0,0,2,Baseline
Pep473,ErbB1-pY1138,VAV1,112.87,12.02349172,0.975391307,3.25E-07,50.62,12,16.155,0,0,3,Baseline
Pep508,ErbB1-pY1172,VAV1,0,304.5826982,-0.197988204,0.537347425,4.42,12,0,0,0,1,Baseline
Pep508,ErbB1-pY1172,VAV1,1.10E-09,105.1201279,-0.600751234,0.038853586,2.355,12,0,0,0,2,Baseline
