18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.4,201.19,186.21,187.12,183.38,176.08,177.59,169.28,151.36,167.57,159.84,171.03,172.55,173.61,171.41,165.43,171.32,168.88,170.82,174.12,167.05,169.83,167.75,169.71,,Peptide432,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,48.235,34.025,19.045,19.955,16.215,8.915,10.425,2.115,-15.805,0.405,-7.325,3.865,5.385,6.445,4.245,-1.735,4.155,1.715,3.655,6.955,-0.115,2.665,0.585,2.545
180.56,192.34,172.47,168.65,175.8,162.02,170.8,172.41,175.82,169.69,167.54,172.56,164.03,165,175.65,168.47,170.59,168.34,170.57,168.03,171,163.91,165.39,165.21,,Peptide432,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.395,25.175,5.305,1.485,8.635,-5.145,3.635,5.245,8.655,2.525,0.375,5.395,-3.135,-2.165,8.485,1.305,3.425,1.175,3.405,0.865,3.835,-3.255,-1.775,-1.955
181.59,154.89,180.08,161.46,170.54,169.06,172.49,165.75,162.13,166.59,169.2,166.61,170.32,165.79,166.79,164.97,169.08,164.33,166.12,165.76,168.56,168.42,169.59,166.84,,Peptide432,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,14.425,-12.275,12.915,-5.705,3.375,1.895,5.325,-1.415,-5.035,-0.575,2.035,-0.555,3.155,-1.375,-0.375,-2.195,1.915,-2.835,-1.045,-1.405,1.395,1.255,2.425,-0.325
193.89,195.25,179.5,181.25,176.35,178,175.07,180.35,173.47,174.57,175.37,175.47,169.15,170.83,172.18,172.33,172.17,170.04,166.62,166.77,168.95,173.57,169.93,159.86,,Peptide432,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,26.725,28.085,12.335,14.085,9.185,10.835,7.905,13.185,6.305,7.405,8.205,8.305,1.985,3.665,5.015,5.165,5.005,2.875,-0.545,-0.395,1.785,6.405,2.765,-7.305
171.22,171.52,168.3,162.37,172.34,168.47,170.53,166.42,168.73,164.75,168.75,167.91,168.78,166.09,166.83,166.54,168.23,165.83,171.8,163.23,170.79,172.18,162.73,170.38,,Peptide432,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.055,4.355,1.135,-4.795,5.175,1.305,3.365,-0.745,1.565,-2.415,1.585,0.745,1.615,-1.075,-0.335,-0.625,1.065,-1.335,4.635,-3.935,3.625,5.015,-4.435,3.215
189.51,200.98,184.48,177.92,175.87,183.38,172.59,174.82,174.96,174.96,168.38,176.04,170.06,171.25,174.13,171.29,167.78,166.6,162.69,162.56,170.42,164.17,161.6,165.92,,Peptide432,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22.345,33.815,17.315,10.755,8.705,16.215,5.425,7.655,7.795,7.795,1.215,8.875,2.895,4.085,6.965,4.125,0.615,-0.565,-4.475,-4.605,3.255,-2.995,-5.565,-1.245
209.93,171.06,180.64,169.91,171.01,164.05,174.93,173.78,171.28,160.05,168.5,165.05,165.05,167.02,164.62,165.7,167.99,172.03,164.38,163.48,170.58,173.92,169.7,167.04,,Peptide432,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,42.765,3.895,13.475,2.745,3.845,-3.115,7.765,6.615,4.115,-7.115,1.335,-2.115,-2.115,-0.145,-2.545,-1.465,0.825,4.865,-2.785,-3.685,3.415,6.755,2.535,-0.125
172.1,186.03,173.86,179.05,163.68,174.43,173.85,171.09,167.68,168.1,164.11,170.77,167.72,170.74,173.27,168.42,168.72,168.76,169.02,165.77,165.41,161.32,166.01,161.17,,Peptide432,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.935,18.865,6.695,11.885,-3.485,7.265,6.685,3.925,0.515,0.935,-3.055,3.605,0.555,3.575,6.105,1.255,1.555,1.595,1.855,-1.395,-1.755,-5.845,-1.155,-5.995
228.64,172.81,196.74,165.09,175.85,164.17,172.98,167.61,173.09,167.02,166.05,164.02,170.55,167.31,167.91,162.33,165.83,170.66,165.77,171.34,165.57,161.91,166.13,167.91,,Peptide432,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,61.475,5.645,29.575,-2.075,8.685,-2.995,5.815,0.445,5.925,-0.145,-1.115,-3.145,3.385,0.145,0.745,-4.835,-1.335,3.495,-1.395,4.175,-1.595,-5.255,-1.035,0.745
194.31,170.87,180.69,156.94,175.33,175.79,170.49,165.99,168.7,174.57,171.67,170.6,170.84,162.68,166.93,164.84,163.13,168.96,164.65,166.51,164.07,163.4,165.93,159.36,,Peptide432,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,27.145,3.705,13.525,-10.225,8.165,8.625,3.325,-1.175,1.535,7.405,4.505,3.435,3.675,-4.485,-0.235,-2.325,-4.035,1.795,-2.515,-0.655,-3.095,-3.765,-1.235,-7.805
192.96,198.97,176.4,188.02,170.6,179.3,167.32,176.34,167.72,167.47,167.66,166.3,164.95,166.89,164.07,162.12,174.68,163.34,168.16,170.61,169.12,165.94,169.56,162.74,,Peptide432,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,25.795,31.805,9.235,20.855,3.435,12.135,0.155,9.175,0.555,0.305,0.495,-0.865,-2.215,-0.275,-3.095,-5.045,7.515,-3.825,0.995,3.445,1.955,-1.225,2.395,-4.425
196.63,199.56,186.73,175.22,175.44,168.73,175.76,174.6,178.68,172.12,169.4,165.07,176.81,171.78,165.72,165.75,167.09,170.42,167.15,164.36,167.54,171.83,165.5,157.93,,Peptide432,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,29.465,32.395,19.565,8.055,8.275,1.565,8.595,7.435,11.515,4.955,2.235,-2.095,9.645,4.615,-1.445,-1.415,-0.075,3.255,-0.015,-2.805,0.375,4.665,-1.665,-9.235
174.67,195.02,173.55,175.69,163.14,176.47,167.14,169.58,166.05,163.44,164.66,164.02,168.82,167.82,167.85,161.04,168.76,165.87,164.21,168.84,168.53,162.02,168.45,167.74,,Peptide432,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7.505,27.855,6.385,8.525,-4.025,9.305,-0.025,2.415,-1.115,-3.725,-2.505,-3.145,1.655,0.655,0.685,-6.125,1.595,-1.295,-2.955,1.675,1.365,-5.145,1.285,0.575
191.36,189.8,189.71,193.69,186.92,184.33,174.76,174.31,179.57,179.55,175.61,176.46,176.37,175.64,176.47,173.66,174.11,173.71,168.6,170.08,175.47,181.86,172.81,171.6,,Peptide432,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,24.195,22.635,22.545,26.525,19.755,17.165,7.595,7.145,12.405,12.385,8.445,9.295,9.205,8.475,9.305,6.495,6.945,6.545,1.435,2.915,8.305,14.695,5.645,4.435
172.81,196.74,165.09,175.85,164.17,172.98,167.61,173.09,167.02,166.05,164.02,170.55,167.31,167.91,162.33,165.83,170.66,165.77,171.34,165.57,161.91,166.13,167.91,,,Peptide432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.8,166.4,160.56,154.62,164.19,156.82,155.9,157.82,160.17,152.72,153.23,151.47,156.86,150.02,153.33,153.7,153,155.34,161.5,154.48,152.65,150.9,153.91,152.01,,Peptide433,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,152.195,24.605,14.205,8.365,2.425,11.995,4.625,3.705,5.625,7.975,0.525,1.035,-0.725,4.665,-2.175,1.135,1.505,0.805,3.145,9.305,2.285,0.455,-1.295,1.715,-0.185
163.03,160.84,152.2,156.32,153.87,156.42,151.86,156.42,154.31,153.67,158.74,157.06,152.25,151.73,157.57,155.34,152.88,155.01,150.93,153.5,153.41,149.88,150.93,153.51,,Peptide433,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.835,8.645,0.005,4.125,1.675,4.225,-0.335,4.225,2.115,1.475,6.545,4.865,0.055,-0.465,5.375,3.145,0.685,2.815,-1.265,1.305,1.215,-2.315,-1.265,1.315
194.65,207.99,191.11,173.16,165.34,164.89,160.4,157.26,142.93,157.23,142.94,148.86,155.51,152.87,153.8,152.92,149.27,154.89,152.21,151.05,149.53,151.03,156.9,153.99,,Peptide433,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,42.455,55.795,38.915,20.965,13.145,12.695,8.205,5.065,-9.265,5.035,-9.255,-3.335,3.315,0.675,1.605,0.725,-2.925,2.695,0.015,-1.145,-2.665,-1.165,4.705,1.795
165.35,173.99,153.89,161.97,152.82,148.4,152.57,159.06,159.97,151.2,151.96,158.82,149.04,149.92,157.77,156.04,151.08,150.21,152.11,155.33,155.77,151.09,154.02,160.06,,Peptide433,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.155,21.795,1.695,9.775,0.625,-3.795,0.375,6.865,7.775,-0.995,-0.235,6.625,-3.155,-2.275,5.575,3.845,-1.115,-1.985,-0.085,3.135,3.575,-1.105,1.825,7.865
165.79,122.44,150.6,146.76,152.58,154.9,155.34,146.67,150.48,154.18,147.83,150.19,149.9,150.8,155.72,149.68,151.87,151.28,150.34,156.61,151.82,152.62,154.73,150.96,,Peptide433,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.595,-29.755,-1.595,-5.435,0.385,2.705,3.145,-5.525,-1.715,1.985,-4.365,-2.005,-2.295,-1.395,3.525,-2.515,-0.325,-0.915,-1.855,4.415,-0.375,0.425,2.535,-1.235
167.87,181.74,156.52,171.64,161,169.66,160.46,161.78,154.82,161.41,154.72,155.06,157.36,158.01,150.09,152.6,151.05,156.84,152.52,149.84,150.96,151.15,148.25,157.47,,Peptide433,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,SHC4,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,15.675,29.545,4.325,19.445,8.805,17.465,8.265,9.585,2.625,9.215,2.525,2.865,5.165,5.815,-2.105,0.405,-1.145,4.645,0.325,-2.355,-1.235,-1.045,-3.945,5.275
160.97,135.59,154.39,149.17,151.62,149.69,155.1,153.42,156.16,150.37,152.42,148.81,152.09,150.12,151.71,156,150.47,155.03,152.24,148.69,147.58,150.05,147.63,152.32,,Peptide433,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,ITK,PTPN6-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.775,-16.605,2.195,-3.025,-0.575,-2.505,2.905,1.225,3.965,-1.825,0.225,-3.385,-0.105,-2.075,-0.485,3.805,-1.725,2.835,0.045,-3.505,-4.615,-2.145,-4.565,0.125
168.01,168.85,157.87,157.02,152.92,159.29,153.62,156.86,157.34,153.79,155.08,155.98,153.54,158.6,153.27,158.9,145.24,149.31,151.3,154.54,155.6,153.01,144.19,152.49,,Peptide433,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,TEC,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,15.815,16.655,5.675,4.825,0.725,7.095,1.425,4.665,5.145,1.595,2.885,3.785,1.345,6.405,1.075,6.705,-6.955,-2.885,-0.895,2.345,3.405,0.815,-8.005,0.295
176.36,154.91,157.37,157.28,158.82,153.62,153.43,149.58,149.28,150.95,151.67,147.42,155.67,151.79,154.19,149.7,150.48,152.4,149.27,146.75,150.11,152.73,150.21,150.58,,Peptide433,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,TENC1,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,24.165,2.715,5.175,5.085,6.625,1.425,1.235,-2.615,-2.915,-1.245,-0.525,-4.775,3.475,-0.405,1.995,-2.495,-1.715,0.205,-2.925,-5.445,-2.085,0.535,-1.985,-1.615
160.94,191.69,159.71,163.55,151.69,159.4,159.87,155.88,157.91,161.73,152.92,152.91,159.27,153.98,152.13,152.01,150.04,149.52,146.37,147.47,150.52,151.03,151.58,152.88,,Peptide433,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,PTPN6-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.745,39.495,7.515,11.355,-0.505,7.205,7.675,3.685,5.715,9.535,0.725,0.715,7.075,1.785,-0.065,-0.185,-2.155,-2.675,-5.825,-4.725,-1.675,-1.165,-0.615,0.685
212.13,150.79,176.21,148.02,163.32,155.03,155.76,159.46,156.89,153.74,154.97,153.27,149.05,150.72,151.28,151.12,151.9,153.28,150.84,144.05,152.72,150.36,148.85,153.46,,Peptide433,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,INPPLN1,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,59.935,-1.405,24.015,-4.175,11.125,2.835,3.565,7.265,4.695,1.545,2.775,1.075,-3.145,-1.475,-0.915,-1.075,-0.295,1.085,-1.355,-8.145,0.525,-1.835,-3.345,1.265
163.62,153.82,160.72,145.89,154.28,150.75,153.65,149.41,152.28,148.5,152.1,151.73,155.11,149.9,151.47,156.79,151.57,149.25,146.25,150.47,152.17,146.96,151.48,150.88,,Peptide433,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,SH2D1B,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.425,1.625,8.525,-6.305,2.085,-1.445,1.455,-2.785,0.085,-3.695,-0.095,-0.465,2.915,-2.295,-0.725,4.595,-0.625,-2.945,-5.945,-1.725,-0.025,-5.235,-0.715,-1.315
154.7,154.19,153.52,160.82,155.95,161.09,151.89,151.1,150.89,153.67,150.27,151.02,151.95,156.85,150.58,146.92,152.36,151.55,150.76,144.73,157.42,156.99,152.34,152.64,,Peptide433,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,GRB2,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.505,1.995,1.325,8.625,3.755,8.895,-0.305,-1.095,-1.305,1.475,-1.925,-1.175,-0.245,4.655,-1.615,-5.275,0.165,-0.645,-1.435,-7.465,5.225,4.795,0.145,0.445
210.42,177.63,207.5,162.83,191.41,151.86,188,158.09,197.42,155.36,182.23,153.86,170.77,149.74,158.99,148.53,159.38,148.33,151.13,148.16,151.6,149.78,149.58,147.92,,Peptide433,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,PIK3R3-N,YES1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,58.225,25.435,55.305,10.635,39.215,-0.335,35.805,5.895,45.225,3.165,30.035,1.665,18.575,-2.455,6.795,-3.665,7.185,-3.865,-1.065,-4.035,-0.595,-2.415,-2.615,-4.275
162.08,164.36,153.55,157.77,156.09,153.5,152.99,138.73,154.02,151.2,147.9,153.56,150.2,146.61,146.54,147.5,151.88,147.45,148.78,153.49,152.71,144.51,151.67,150.62,,Peptide433,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,CRK,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.885,12.165,1.355,5.575,3.895,1.305,0.795,-13.465,1.825,-0.995,-4.295,1.365,-1.995,-5.585,-5.655,-4.695,-0.315,-4.745,-3.415,1.295,0.515,-7.685,-0.525,-1.575
166,174.56,155.74,172.72,165.48,162.5,161.88,162.97,162.82,157.43,158.79,162.37,157.09,160.11,155.49,156.8,158.42,153.49,155.1,154.84,162.31,160.14,157.56,155.18,,Peptide433,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,RASA1-C,LNK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.805,22.365,3.545,20.525,13.285,10.305,9.685,10.775,10.625,5.235,6.595,10.175,4.895,7.915,3.295,4.605,6.225,1.295,2.905,2.645,10.115,7.945,5.365,2.985
150.79,176.21,148.02,163.32,155.03,155.76,159.46,156.89,153.74,154.97,153.27,149.05,150.72,151.28,151.12,151.9,153.28,150.84,144.05,152.72,150.36,148.85,153.46,,,Peptide433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.05,171.61,166.22,163.56,173.36,164.38,170.24,167.52,166.06,161.28,162.56,167.86,161.4,169.79,170.06,163.25,168.66,165.57,159.43,164.31,160.23,163.04,169.54,166.69,,Peptide434,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,160.715,21.335,10.895,5.505,2.845,12.645,3.665,9.525,6.805,5.345,0.565,1.845,7.145,0.685,9.075,9.345,2.535,7.945,4.855,-1.285,3.595,-0.485,2.325,8.825,5.975
169.12,188.68,165.97,172.69,167.7,162.05,158.3,157,167.41,165.7,153.2,157.64,161.74,167.1,161.93,170.77,165.95,154.11,167.32,163.28,163.73,170.29,167.17,161.72,,Peptide434,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.405,27.965,5.255,11.975,6.985,1.335,-2.415,-3.715,6.695,4.985,-7.515,-3.075,1.025,6.385,1.215,10.055,5.235,-6.605,6.605,2.565,3.015,9.575,6.455,1.005
240.16,188.99,194.73,175.99,180.76,164.5,170.54,165.44,173.92,166.25,154.83,163.25,156.88,167.26,150.07,166.37,167.5,167.73,162.5,150.77,168.27,172.21,162.09,162.29,,Peptide434,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,79.445,28.275,34.015,15.275,20.045,3.785,9.825,4.725,13.205,5.535,-5.885,2.535,-3.835,6.545,-10.645,5.655,6.785,7.015,1.785,-9.945,7.555,11.495,1.375,1.575
