45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,
218.71,182.74,170.07,178.43,193.41,181.39,174.74,165.57,184.72,179,158.54,188.68,185.86,176.93,187.16,183.82,178.5,180.12,184.07,187.12,186.59,182.64,194.08,195.39,,Peptide661-3,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172.62,212.15,179.16,202.72,184.92,171.03,169.25,183.62,184.76,167.79,184.04,181.34,180.83,168.28,183.43,186.48,184.26,186.39,180.78,185.47,187.55,188.23,190.83,175.27,,Peptide661-3,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193.92,163.41,190.16,187.48,175.95,176.35,183.58,178.78,183.97,182.79,185.39,182.69,182.79,185.94,187.4,185.17,186.19,186.43,181.93,184.3,186.36,185.21,194.66,188.5,,Peptide661-3,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161.11,209.14,180.15,199.97,184.43,184.72,182.8,183.75,180.11,184.21,163.9,179.7,179.77,180.14,165.9,190.36,190.41,182.43,185.06,190.07,185.01,178.05,186.04,193.12,,Peptide661-3,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189.45,208.03,191.4,181.62,183.04,189.29,181.01,173.59,182.9,176.39,182.11,182.5,181.17,183.9,183.7,183.02,187.77,182.45,183.63,187.64,185.34,181.47,188.01,191.11,,Peptide661-3,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161.45,185.07,162.41,183.7,176.54,180.66,158.96,168.27,167.18,173.95,161.06,181.56,188.59,187.38,193.37,182.3,189.99,184.29,184.99,187.56,194.98,185.57,189.84,175.75,,Peptide661-3,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186.57,204.6,181.13,196.94,178.39,185.8,189.48,185.82,181.99,182.73,183.35,187.63,185.39,187.78,192.16,190.24,192.07,186.89,186.62,188.99,185.46,190.07,188.5,192.55,,Peptide661-3,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170.9,195.77,180.2,189.5,151.29,178.9,188.7,185.38,168.27,171.09,187.49,170.09,164.8,187.99,191.83,174.08,182.51,169.61,181.99,167.51,177.32,179.27,192.99,192.87,,Peptide661-3,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
202.42,216.3,191.85,199.72,173.93,146.83,186.29,173.8,184.94,168.01,175.37,186.02,185.14,186.1,188.57,186.67,179.57,176.62,177.67,176.7,179.13,177.91,193.71,191.99,,Peptide661-3,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
157.3,201.43,185.94,194.11,189.19,177.19,145.29,186.88,165.85,187.22,172.7,180.74,190.3,188.32,189.09,179.54,189.27,179.83,185.95,176.68,184.63,180.5,193.18,176.38,,Peptide661-3,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
206.07,191.16,192.92,188.24,194.69,187.97,190.11,191.43,190.59,193.7,190.66,192.27,196.5,194.03,183.28,190.53,180.69,180.37,182.17,187.43,185.03,191.78,209.8,189.48,,Peptide661-3,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161.45,185.07,162.41,183.7,176.54,180.66,158.96,168.27,167.18,173.95,161.06,181.56,188.59,187.38,193.37,182.3,189.99,184.29,184.99,187.56,194.98,185.57,189.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265.16,303.84,245.9,263.83,225.17,241.06,212.92,223.62,209.89,161.51,206.43,166.87,207.15,182.17,197.83,200.57,204.78,206.52,201.65,194.53,205.04,199.65,202.16,207.14,,Peptide664-3,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245.69,280.96,217.25,247.33,208.13,227.27,203.14,215.81,155.62,205.03,187.61,203.16,189.38,200.29,199.09,202.06,199.29,200.25,192.31,193.19,199.46,197.85,195.18,201.52,,Peptide664-3,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257.67,181.65,229.71,195,214.8,198.95,206.2,198.8,204.11,194.67,203.93,189.71,201.02,178.26,203.56,198.16,206.1,200.16,201.99,203.72,201.11,196.16,207.03,201.02,,Peptide664-3,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165.41,242.37,211.56,221.44,198.3,206.06,199.04,200.64,203.39,204.25,200.66,209.49,200.92,193.27,197,198.82,199.18,204.65,199.54,200.88,189.87,198.98,197.02,200.97,,Peptide664-3,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235.63,231.81,207.4,202.01,194.54,202.14,207.22,159.43,200.92,189.76,198.24,190.61,203.42,193.25,200.53,193.55,197.1,200.09,200.26,196.92,198.56,190.3,201.12,206.5,,Peptide664-3,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
296.48,198.41,250.03,198.25,232.23,196.68,165.28,191.84,196.25,191.78,156.56,163.81,196.5,204.02,199.16,196.63,193.59,196.16,201.58,199.16,204.31,205.8,199.3,207.34,,Peptide664-3,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.38,237.97,207.45,225.04,201.49,214.04,199.16,164.5,194.37,196.81,202.18,199.21,202.49,192.4,197.22,194.25,194.97,175.4,193.09,190.9,198.96,197.59,205.76,189.31,,Peptide664-3,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185.39,219.44,221.16,198.99,202.08,185.82,203.67,203.79,175.99,198.99,195.71,195.18,193.09,197.18,193.27,199.88,199.37,188.84,198.82,193.72,202.04,196.49,205.07,200.98,,Peptide664-3,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216.78,297.25,195.14,256.24,203.4,235.94,202.21,214.73,197.39,207.32,197.13,202.28,200.28,194.31,198.29,179.84,197.78,195.06,203.94,198.24,201.43,198.36,204.54,176.3,,Peptide664-3,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171.59,282.87,208.32,250.66,196.35,177.81,179.13,170.77,171.13,207.6,196.87,201.27,192.58,184.21,200.68,201.67,196.46,202.83,198.86,204.03,199.52,204.63,197.09,197.42,,Peptide664-3,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275.01,210.13,239.21,194.77,220.64,165.47,212.13,200.69,209.97,196.07,202.13,182.67,202.79,197.21,199.35,194.13,202.24,202.65,197.71,199.96,195.43,195.02,199.58,176.65,,Peptide664-3,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
208.41,298.94,199.5,271.29,194.16,243.44,202.16,223.52,194.92,207.95,200.98,195.35,186.62,198.57,196.46,202.23,198.85,200.08,204.15,198.8,203.09,198.41,198.2,197.06,,Peptide664-3,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215.67,270.34,200.49,226.59,192,219.22,200.46,210.65,196.86,199.19,202.05,194.91,197.65,190.22,198.56,199.24,203.74,198.93,195.08,192.11,196.82,193.54,201.17,195.56,,Peptide664-3,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278.03,316.99,227.17,262.61,224.41,229.04,209.02,171.09,167.14,175.67,180.66,181.54,201.68,201.64,196.97,202.41,195.82,197.12,198.14,196.58,193.54,189.32,207.53,202.38,,Peptide664-3,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267.74,198.39,228.12,192.23,214.82,191.53,214.18,203.74,206.66,201.35,199.79,195.37,203.07,203.44,198.05,191.96,198.47,191.71,201.64,194.46,194.88,197.78,199.93,197.18,,Peptide664-3,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263.94,226.1,194.27,169.07,227.46,209.71,227.92,177.56,211.86,212.06,204.01,208.78,212.74,206.77,205.32,206.25,200.81,197.44,204.1,209.77,210.63,206.03,202.98,200.57,,Peptide664-3,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,PIK3R3-NC,SYK-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275.01,210.13,239.21,194.77,220.64,165.47,212.13,200.69,209.97,196.07,202.13,182.67,202.79,197.21,199.35,194.13,202.24,202.65,197.71,199.96,195.43,195.02,199.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265.58,300.04,242.42,262.93,223.61,243.5,209.88,224.48,210.71,163.74,207.03,164.54,203.4,177.49,197.74,192.68,204.14,203.03,206.73,197.61,197.73,196.14,204.31,203.06,,Peptide664-3,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,BLNK,PIK3R3-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241.62,278.06,215.95,247.45,204.82,225.92,199.52,213.36,151.66,204.34,190.56,201.57,185.22,196.55,197.67,201.91,201.03,199.81,190.1,190.65,196.73,191.54,196.77,197.36,,Peptide664-3,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,ZAP70-NC,INPPL1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253.7,204.46,226.03,193.29,215.62,193.56,206,195.71,204.28,192.71,200.34,202.44,199.05,181.52,198.73,196.65,201.89,200.52,201.59,199.75,198.58,196.47,205.26,204.09,,Peptide664-3,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,HCK,PIK3R2-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
164.7,239.32,208.03,219.3,198.04,198.93,198.72,201.93,201.23,198.41,197.87,204.01,194.76,195.92,199.1,196.94,195.01,202.08,196.31,195.81,196.24,196.05,202.69,202.89,,Peptide664-3,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,SHB,SHC2-PTB,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230.1,230.69,205.76,200.97,197.82,199.97,205.96,163.36,196.37,193.85,203.69,190.32,199.57,197.91,200.58,193.04,199.31,194.37,198.3,193.57,200.9,187.71,196.45,201.9,,Peptide664-3,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300.39,197.34,250.03,204.96,236.34,200.16,209.39,193.58,193.95,194.22,153.74,157.1,202.45,194.23,198.78,192.88,202.35,195.55,198.86,198.21,199.52,201.81,198.51,201.79,,Peptide664-3,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,SHC1-PTB,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.13,238.63,202.8,227.8,201.69,208.8,201.28,198.79,191.33,201.85,202.08,195.2,200.01,189.22,198.36,191.86,193.15,181.23,190.53,196.68,200.77,198.05,200.36,185.27,,Peptide664-3,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,BMX,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162.76,214.86,217.94,200.88,207.58,194.89,204.26,194.84,175.8,192.33,195.97,196.37,192.41,191.49,196.71,198.4,193.99,193.72,196.22,193.06,199.15,198.98,196.44,202.44,,Peptide664-3,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,PTPN6-NC,FES,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215.47,307.55,199.79,252.51,202.59,236.29,194.06,218.67,196.07,209.44,189.73,198.02,198.52,188.08,201,184.49,198.86,198.1,200.65,199.36,201,199.84,199.1,201.92,,Peptide664-3,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172.54,286.62,203.77,255.33,205.37,159.69,178.45,175.28,165.85,206.88,192.61,200.75,189.96,189.02,198.02,202.52,195.49,196.51,194.58,196.02,194.96,199.27,202.87,194.6,,Peptide664-3,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,ABL2,RASA1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273.73,205.95,240.58,198.7,222.61,187.38,209.88,196.71,207.12,192.43,205.13,182.05,196,194.88,200.38,195.9,201.7,194.46,194.1,199.33,201.04,199.43,201.2,176.11,,Peptide664-3,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,PIK3R2-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210.04,314.43,199.37,272,192.01,245.92,195.8,224.43,195.4,204.25,194.81,199.01,192.88,201.84,200.12,195.8,198.7,196.26,195.32,200.4,200.49,196.9,199.79,201.07,,Peptide664-3,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,SH2D3C,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213.42,270.13,200.91,244.26,193.05,220,198.12,209.85,194.99,196.17,197.09,193.58,197.77,188.83,198.39,197.71,198.65,199.21,198.05,187.65,195.48,196.12,198.48,201.53,,Peptide664-3,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,GRB10,SH2B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276.14,322.78,237.62,279.8,220.55,229.39,213.22,174.3,166.53,178.62,183.62,179.72,200.42,210.08,197.36,203.52,191.45,195.12,189.27,195.71,189.69,196.71,199.25,196.91,,Peptide664-3,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,PTK6,PLCG2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266.74,206.07,230.78,191.89,214.79,191.5,209.8,197.69,208.76,201.32,200.7,195.25,201.65,196.82,204.37,196.47,197,189.53,199.38,190.72,204.08,199.44,212.26,200.19,,Peptide664-3,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,PIK3R3-N,ZAP70-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
